chr	coor_s	coor_e	ids1	chr2	coor_s2	coor_e2	ids2	identity
2	242025933	242033706	id3877	5	214227	305378	id5050	0.930882
11	55993574	55994646	id1102	11	56014907	56015978	id1103	0.939252
13	67902173	67916410	id1795	7	6833177	6919166	id5790	0.925537
5	32601002	32604079	id5122	8	11790306	11793265	id6331	0.945511
13	89832822	89834065	id1813	17	44364290	44366056	id2843	0.912477
10	19489090	19490212	id631	14	68886522	68888183	id1965	0.903373
5	167858540	167861073	id5351	6	43579898	43581911	id5545	0.987107
12	8014959	8016408	id1325	3	36766632	36768851	id4440	0.911765
14	105973843	105999822	id2027	15	21828502	22221065	id2077	0.953924
13	92123944	92139321	id1827	15	28463185	28856539	id2116	0.914182
1	155148533	155150293	id356	2	112980339	112981443	id3658	0.910256
19	44352768	44416314	id3319	21	8756715	8886604	id4043	0.902926
10	21559450	21600000	id636	17	47444173	47594070	id2866	0.927244
5	43351574	43353610	id5140	5	54543359	54545391	id5158	0.95328
19	44352768	44416314	id3319	19	44453410	44473355	id3321	0.949303
7	68961	80418	id5760	9	138125052	138334717	id6791	0.984772
22	25253643	25258280	id4264	22	25502468	25507013	id4276	0.96067
2	296129	297613	id3453	21	32538533	32540031	id4095	0.910212
15	75680569	75695830	id2259	15	85169771	85272280	id2304	0.906816
1	105696752	105698026	id256	2	241352742	241354024	id3870	0.958399
2	138287141	138288848	id3701	7	64410994	64457301	id6000	0.921828
11	94496599	94498723	id1202	5	136857531	136858541	id5293	0.941176
3	12853800	12854916	id4401	3	129375658	129393567	id4598	0.93072
4	68863880	68870045	id4844	4	68952378	68959839	id4848	0.907619
5	54878183	54879722	id5160	6	99531362	99533851	id5630	0.917456
18	79014309	79015625	id3087	18	79015640	79016960	id3088	0.958873
10	42862126	42873201	id777	2	90205572	90387579	id3589	0.955142
20	32192507	32202290	id3954	4	84243890	84248161	id4894	0.963146
14	106377432	106390425	id2040	16	32643014	33214595	id2464	0.911296
2	106938397	106941476	id3629	6	32876472	32880017	id5529	0.90433
13	60274719	60277804	id1782	8	63134407	63138153	id6410	0.914353
14	106808269	106814764	id2062	16	33823272	34062003	id2474	0.943148
19	7740475	7742403	id3122	5	112891676	112893356	id5260	0.902023
1	52991781	52993286	id170	11	14277921	14279427	id1015	0.981395
11	43130956	43133636	id1056	9	40932893	41225986	id6607	0.917584
11	48537150	48542440	id1068	11	48568067	48572715	id1070	0.90293
11	49969317	49976049	id1082	11	54566289	54742345	id1097	0.943558
19	22925264	22928611	id3225	9	38241234	38244961	id6602	0.970895
12	7892418	7900140	id1320	14	91604180	91605477	id1992	0.939231
4	109346138	109347609	id4932	9	30688951	30690960	id6561	0.927736
14	105945124	105973787	id2026	15	19987818	20428912	id2068	0.962533
3	147798215	147799874	id4632	9	28262279	28263940	id6559	0.962538
2	106697030	106698742	id3628	4	105484614	105486387	id4925	0.95053
1	57284011	57285266	id176	14	106862078	106863335	id2063	0.988836
10	100382482	100383541	id927	5	470509	471559	id5052	0.918426
10	90740849	90749596	id900	12	13002033	13004787	id1364	0.910936
5	817643	819500	id5063	5	821837	850886	id5064	0.910978
10	49400869	49403230	id816	10	49778835	49781219	id819	0.946854
15	65814728	65817537	id2232	6	5608525	5610274	id5438	0.906851
1	115855565	115857878	id275	8	82290907	82292384	id6435	0.932815
7	57166974	57176490	id5936	7	64104134	64112197	id5986	0.932859
10	31360938	31365473	id704	2	68526432	68530886	id3528	0.940898
10	42779084	42796551	id775	10	73659577	73741094	id865	0.924075
13	92082137	92091495	id1823	15	22358242	22768868	id2083	0.920944
11	49976441	49993700	id1083	11	54566289	54742345	id1097	0.934525
10	42812000	42860868	id776	2	94185478	94293015	id3594	0.959558
13	24991074	24993800	id1688	13	26100197	26102945	id1696	0.923219
15	71063029	71064066	id2240	22	42775905	42777359	id4340	0.919242
7	6000719	6010798	id5786	7	74869959	74923628	id6092	0.924992
17	58475292	58476876	id2887	3	155987237	155989048	id4651	0.927527
12	78791653	78794178	id1515	7	20588927	20591850	id5805	0.900042
1	222468106	222520800	id507	4	118591678	118671407	id4951	0.97573
20	29452301	29493658	id3935	20	30286388	30425128	id3944	0.946941
1	16720738	16723782	id60	1	148436939	149366538	id332	0.94519
11	71764818	71913396	id1160	4	3881337	4240270	id4771	0.941591
17	17028104	17031424	id2656	17	20562527	20618710	id2674	0.904807
13	34918479	34929858	id1716	14	18862644	19511713	id1861	0.932217
15	28269583	28273447	id2114	16	31949832	32481700	id2459	0.920399
11	50111474	50112850	id1086	3	198113944	198235559	id4746	0.90618
4	145127523	145129124	id4978	7	23560868	23563240	id5814	0.938763
10	36727066	36737857	id721	9	64315162	64998121	id6629	0.906697
17	3221835	3253425	id2620	21	15944541	15947009	id4068	0.946716
19	53003942	53005482	id3380	5	74798896	74800396	id5198	0.909643
6	166699360	166703088	id5745	7	56597128	56601560	id5928	0.933904
15	66999984	67001137	id2233	6	106930955	106932128	id5637	0.903863
20	29413577	29447273	id3933	21	6984219	7149527	id4035	0.901969
2	71016957	71058013	id3538	3	125690307	125935167	id4582	0.910588
2	108493300	108530426	id3633	2	110276210	110634615	id3645	0.975264
12	68552912	68553963	id1500	13	20961230	20962281	id1653	0.971154
15	77967353	78000833	id2277	15	85169771	85272280	id2304	0.931371
4	82576463	82581384	id4892	5	23299466	23305323	id5107	0.921718
13	19700837	19711615	id1646	13	24565986	24571125	id1681	0.945601
17	63861628	63885147	id2908	17	63900298	63924409	id2910	0.944588
1	222468106	222520800	id507	1	242967960	243101853	id552	0.976308
15	28193119	28240250	id2112	16	31949832	32481700	id2459	0.955793
14	27495383	27501221	id1889	2	131791143	132220279	id3687	0.96896
17	19020655	19025017	id2663	8	17595025	17596372	id6340	0.93806
13	22848600	22849906	id1666	5	95646784	95648076	id5235	0.929633
10	58394928	58396142	id844	7	1615183	1616697	id5764	0.918692
7	66972693	67018971	id6055	7	72806237	72845372	id6076	0.967601
21	32443713	32454242	id4092	3	129999065	130212775	id4602	0.932555
15	63305613	63309120	id2229	7	82657246	82661878	id6115	0.91333
12	43659870	43661417	id1442	9	133019130	133021178	id6768	0.931833
14	19839189	19861576	id1863	18	14171468	14731731	id3014	0.959544
7	6735644	6832887	id5789	7	97818634	98019406	id6140	0.946256
19	23379201	23382554	id3234	19	23797568	23800562	id3238	0.900677
22	44858020	44860015	id4349	22	44865612	44867631	id4350	0.940907
12	114532553	114548120	id1562	12	114562516	114575457	id1563	0.921245
12	52095243	52113692	id1459	4	3881337	4240270	id4771	0.923287
13	19586323	19599512	id1644	13	40776215	40789046	id1731	0.904179
17	28302879	28306851	id2733	17	44471876	44476174	id2844	0.905597
1	214605443	214609202	id498	22	22114615	22120610	id4209	0.96865
13	34996552	34998001	id1717	22	15200000	15934152	id4157	0.945318
11	2331744	2335029	id987	20	34222625	34225771	id3961	0.982835
17	47068689	47071024	id2859	17	64764433	64918918	id2921	0.955326
22	32187175	32197389	id4306	22	32357195	32363983	id4312	0.946154
6	160837239	160840454	id5738	6	167347851	167352440	id5748	0.910898
10	68585068	68591144	id857	11	50238638	50253097	id1089	0.904087
7	142731559	142770298	id6237	9	33611679	33614197	id6569	0.920354
19	39534557	39536333	id3288	2	227869169	227870548	id3828	0.918142
17	5122481	5140948	id2629	17	37914596	38314968	id2798	0.92037
1	155559137	155563938	id361	1	155685013	155690083	id368	0.95187
13	19188233	19199280	id1633	6	5781868	5861880	id5440	0.929863
20	30159796	30286375	id3943	7	57497244	57823866	id5948	0.952918
13	92117743	92123865	id1826	15	28463185	28856539	id2116	0.90448
11	27806481	27808494	id1040	6	116451883	116453524	id5662	0.912609
6	63227445	63231759	id5579	8	27010460	27013786	id6355	0.957229
2	4513878	4515150	id3466	2	197379367	197380990	id3782	0.911322
1	87413460	87457259	id221	1	146053738	146905930	id319	0.947259
20	28557053	28643629	id3927	20	29045065	29125796	id3931	0.951517
16	10686963	10688917	id2380	5	135811296	135813250	id5289	0.905181
16	72728567	72729963	id2559	3	12787325	12788707	id4398	0.90431
1	202911747	202913077	id470	6	32325154	32326494	id5523	0.923016
10	18561222	18563511	id626	10	18565106	18567546	id627	0.932679
15	70858634	70860363	id2239	3	138101225	138102994	id4620	0.906963
4	45028326	45032745	id4815	9	41230193	42244769	id6608	0.902724
12	25205248	25209914	id1387	6	54771031	54775706	id5561	0.928478
15	65814728	65817537	id2232	9	88409561	88411498	id6674	0.903739
20	32848671	32850405	id3956	4	33009259	33011755	id4797	0.945633
1	187563072	187564184	id439	7	76433860	76552786	id6105	0.905991
5	176189226	176191105	id5372	5	180681027	180683980	id5404	0.944931
17	26767038	26775832	id2707	2	131791143	132220279	id3687	0.958727
1	108213003	108310652	id260	1	108358319	108383706	id261	0.968669
14	106680568	106684963	id2056	15	19823621	19984220	id2067	0.904485
16	35090012	35106434	id2501	16	46670130	46684366	id2517	0.947601
16	34158766	34167395	id2478	20	30811898	30924862	id3948	0.955035
14	106880460	106883160	id2066	22	50740515	50808468	id4363	0.955965
6	151034238	151049788	id5717	9	65130082	65325123	id6630	0.946104
11	48879441	48974889	id1072	11	49801815	49861899	id1078	0.94775
2	216975000	216976085	id3816	6	63893736	63895145	id5581	0.914874
8	75302251	75303564	id6422	8	77012105	77014077	id6424	0.901602
19	57807751	57809481	id3435	19	57827799	57842870	id3438	0.945055
10	86979632	86988607	id889	14	18862644	19511713	id1861	0.915622
4	69582103	69584492	id4861	6	89632428	89634806	id5622	0.926352
4	110398981	110400525	id4936	5	143332618	143334739	id5326	0.912356
13	100469228	100470672	id1841	16	11026779	11028561	id2384	0.919118
4	45009427	45023364	id4814	9	41230193	42244769	id6608	0.91429
8	81634320	81635436	id6431	8	81693627	81694746	id6432	0.909336
3	138825067	138826644	id4621	5	14651628	14653390	id5086	0.902075
19	52486478	52515773	id3361	19	52528521	52558079	id3362	0.912296
11	112180560	112185331	id1225	5	37499560	37507046	id5133	0.929556
19	34534816	34548863	id3251	19	34733462	34748857	id3258	0.916633
15	66999984	67001137	id2233	16	35802081	35803283	id2507	0.908333
15	27888672	27889772	id2108	15	57781572	57782682	id2217	0.957195
15	75480313	75482930	id2257	17	44179358	44181730	id2841	0.955034
11	32104362	32105535	id1047	13	45389293	45391426	id1748	0.988832
5	85549397	85550660	id5225	6	110923558	110924882	id5648	0.902439
19	21129484	21130561	id3186	3	63582911	63584646	id4475	0.910781
14	21563756	21566024	id1878	6	57967068	58278598	id5571	0.917347
16	34718826	34720800	id2491	16	34751148	34753274	id2495	0.902263
16	53491378	53492755	id2527	5	24171074	24172277	id5111	0.980849
11	56327956	56331989	id1106	6	134600885	134604239	id5682	0.919766
2	109542867	109544324	id3638	8	56475356	56476842	id6398	0.966988
15	28134729	28149518	id2109	15	30825205	30844901	id2131	0.940297
13	114332628	114354328	id1857	2	242119885	242183529	id3879	0.961387
2	28014641	28016559	id3486	2	157378489	157380505	id3725	0.950134
7	26981274	26983459	id5824	9	36302680	36304057	id6596	0.931181
4	121367895	121369888	id4953	5	176346064	176348356	id5374	0.939074
12	9027188	9029153	id1335	18	32411494	32413238	id3040	0.923077
5	22124751	22217250	id5106	5	71015224	71450397	id5189	0.983057
1	39497604	39499596	id139	1	39777533	39779547	id144	0.964357
11	90098138	90117839	id1193	9	63008371	63202862	id6624	0.941408
2	134966420	134967857	id3691	8	12284345	12719872	id6334	0.924317
18	49822815	49826625	id3054	9	41230193	42244769	id6608	0.93457
16	18984978	18993050	id2408	16	30188532	30340972	id2439	0.960755
7	66395483	66411106	id6026	7	66876333	66901420	id6054	0.930509
11	3988344	3989603	id993	15	92711693	92712921	id2328	0.933058
2	108405282	108406500	id3632	9	103999907	104004396	id6728	0.910522
6	57046505	57048282	id5567	6	57090002	57091780	id5568	0.980867
10	92115174	92116257	id904	16	69943595	70075615	id2548	0.98615
19	22513363	22523193	id3215	19	22613310	22621714	id3216	0.935087
12	42085920	42087913	id1437	9	42389578	43199905	id6610	0.900051
16	51645749	51647131	id2522	19	11665720	11667094	id3132	0.988313
1	21411103	21427993	id70	1	119989247	120533096	id288	0.943978
18	79481757	79482936	id3093	18	79483054	79484087	id3094	0.91448
19	1876976	1881805	id3107	22	22114615	22120610	id4209	0.975118
8	85578514	85583134	id6439	8	85714222	85829653	id6442	0.907096
11	41113799	41115533	id1055	5	79433880	79435548	id5208	0.942064
19	54292000	54296676	id3408	19	54598403	54602937	id3415	0.908887
10	103215625	103218167	id933	2	187825230	187827856	id3772	0.909187
11	9310654	9311742	id1005	8	91909135	91910191	id6453	0.901463
21	7743710	7865746	id4039	21	34374239	34495759	id4105	0.999802
14	103949326	103951097	id2008	2	207316786	207317859	id3808	0.914833
17	2306445	2308060	id2615	6	32325154	32326494	id5523	0.930654
16	5077669	5166207	id2376	8	7667127	8242541	id6326	0.944761
9	133224843	133237741	id6772	9	133303380	133318732	id6773	0.905056
7	55645470	55647128	id5902	8	30351856	30353530	id6359	0.903986
1	197135645	197138930	id459	3	198113944	198235559	id4746	0.908781
2	108493300	108530426	id3633	2	112347166	112449874	id3655	0.976618
1	33050982	33053497	id127	9	38241234	38244961	id6602	0.977292
11	67664373	67665736	id1145	11	68021419	68022783	id1147	0.937592
1	205846369	205848146	id474	1	205853609	205855382	id475	0.977954
16	15408949	15413270	id2399	16	21342540	21558791	id2416	0.939748
4	105484614	105486387	id4925	5	43494767	43496520	id5141	0.950518
13	92471748	92483759	id1831	15	99776878	99881395	id2340	0.903828
3	36766632	36768851	id4440	4	144845563	144847822	id4977	0.923327
4	7056593	7057950	id4773	6	23030950	23032019	id5460	0.918251
10	79582240	79584724	id870	10	79920603	79923086	id875	0.947773
14	27495383	27501221	id1889	18	14935636	15410450	id3018	0.96855
19	29207145	29208159	id3246	22	39875503	39876516	id4322	0.991116
19	49969980	49972369	id3343	19	51414843	51417296	id3353	0.931559
2	36936031	36939131	id3495	2	89530679	89685992	id3584	0.954987
7	21900954	21902354	id5809	8	43672782	43674296	id6376	0.910913
11	32479631	32480640	id1048	11	32483979	32484986	id1049	0.969216
1	32333850	32335092	id123	6	138401845	138403470	id5692	0.901153
11	77887885	77959605	id1172	7	65490786	65725022	id6012	0.975632
6	29573629	29574859	id5489	6	29587644	29588906	id5490	0.928455
15	35400628	35402465	id2149	6	5608525	5610274	id5438	0.905868
1	119828132	119830023	id286	1	119989247	120533096	id288	0.903528
1	29521094	29522600	id107	1	30318857	30320372	id114	0.934132
2	71016957	71058013	id3538	2	158846948	158877508	id3727	0.926966
2	158846948	158877508	id3727	9	90741329	90763175	id6680	0.936497
14	27746958	27861171	id1890	9	64315162	64998121	id6629	0.962923
22	25649024	25652032	id4281	3	81412604	81413856	id4506	0.919738
5	61157703	61160199	id5171	6	28316800	28319898	id5477	0.91816
12	56271698	56276197	id1477	19	18031214	18033426	id3160	0.979518
3	9985914	9987578	id4382	3	10025454	10026786	id4388	0.922727
1	196878275	196879759	id456	7	55528882	55530682	id5899	0.92678
21	5443558	5449012	id4026	21	6630181	6739085	id4033	1.0
10	81143128	81145195	id883	12	54230945	54233003	id1471	0.943848
11	93606166	93609860	id1199	21	28872799	28876493	id4084	0.941033
11	1874401	1887345	id986	2	91415822	91839817	id3592	0.952476
11	134937910	134988458	id1288	18	14935636	15410450	id3018	0.955246
2	87431439	87697988	id3573	2	111252925	111519068	id3650	0.993911
17	26716619	26720420	id2705	7	53149939	53170791	id5892	0.942436
10	42322919	42361326	id770	9	63252862	63492264	id6625	0.951379
1	29549115	29552232	id108	1	30655833	30659022	id120	0.927378
11	4722472	4724198	id997	8	61578138	61579905	id6405	0.911659
2	161780434	161781516	id3736	2	178819823	178820893	id3763	0.918463
17	35919923	35921602	id2783	17	39024212	39027006	id2804	0.904093
11	103409680	103411135	id1214	17	19598547	19600000	id2669	0.903725
16	35208657	35210144	id2502	9	21434865	21441943	id6552	0.901226
1	111379752	111381556	id268	11	65144412	65146249	id1137	0.900264
9	38774620	39586678	id6604	9	66591387	67920552	id6633	0.99012
20	12380006	12381529	id3901	6	112615691	112618016	id5654	0.913539
1	152565649	152566885	id343	1	152579379	152580620	id344	0.903331
1	108213003	108310652	id260	5	86264534	86307015	id5226	0.981029
17	26776265	26782498	id2708	20	25752456	26189680	id3923	0.95161
3	8681885	8694004	id4377	7	6833177	6919166	id5790	0.926767
2	68526432	68530886	id3528	6	23852787	23856837	id5461	0.953488
20	29737064	29756281	id3940	20	30811898	30924862	id3948	0.937208
1	219588658	219613448	id501	6	65280135	65330474	id5582	0.990012
18	22769504	22770959	id3024	6	44449095	44450425	id5547	0.951807
15	75728339	75738232	id2261	15	84150577	84270066	id2298	0.924559
16	22419484	22545154	id2418	16	29449193	29638675	id2437	0.971525
1	80450781	80451999	id210	7	84983494	84984852	id6118	0.908076
17	16192372	16210228	id2645	20	25752456	26189680	id3923	0.935777
7	65333961	65335680	id6011	8	101561155	101562535	id6463	0.910032
18	10592917	10599606	id2988	18	11916166	11923609	id2997	0.956475
14	106211092	106224499	id2035	15	19987818	20428912	id2068	0.930535
2	11445296	11446525	id3476	22	21111384	21151083	id4205	0.991863
14	30616306	30619521	id1894	3	132388812	132392694	id4606	0.942206
13	70389953	70392846	id1798	3	156957476	156959913	id4654	0.904075
1	120958387	121407481	id290	10	44482707	44488523	id789	0.979532
14	41137800	41139509	id1916	5	123680943	123682649	id5279	0.944444
18	35366693	35368446	id3041	19	34825905	34827607	id3259	0.920739
15	89135084	89136598	id2314	3	22381719	22382927	id4423	0.925129
16	3322735	3324272	id2375	5	72725393	72726951	id5191	0.918469
18	78838760	78840011	id3085	18	78840104	78841316	id3086	0.950564
20	3360492	3362346	id3886	8	99002019	99003866	id6460	0.91954
18	14731737	14774834	id3015	5	18817057	18821252	id5098	0.918268
12	34077176	34083240	id1419	12	38362109	38368134	id1431	0.947474
1	240919628	240921341	id547	15	35400628	35402465	id2149	0.901901
3	155987237	155989048	id4651	4	109552799	109554138	id4933	0.916042
18	14935636	15410450	id3018	6	151123674	151127830	id5718	0.950752
